homoSapienGeneId	Human_Brain1	Human_Brain2	Human_Brain3	Human_Brain4	Human_Brain5	Human_Brain6	Human_Cerebellum1	Human_Cerebellum2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Bonobo_Brain_Female1	Bonobo_Brain_Female2	Bonobo_Brain_Male	Bonobo_Cerebellum_Female	Bonobo_Cerebellum_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Macaque_Brain_Female	Macaque_Brain_Male1	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male
ENSG00000164466	62584	41503	67194	25603	14006	5578	59354	89016	22312	25077	25144	55679	39904	32387	35266	59824	24866	31723	116546	36017	60923	58362	23722	35683	16687	10061	26253	10061	18109	0	34307	28487	21025	24627	78546	16373	28673	19904	20858	14338	1978	2369	2744	30086	10828	10945	5853	30649	21625	14616	17184
ENSG00000114098	44344	31075	57645	18730	15504	1889	62730	164780	11969	13375	13006	29295	26188	16434	35707	54441	21529	17281	63589	45670	66237	35537	18868	52228	36686	19313	41089	37193	23037	0	31803	43093	35388	51689	130131	26043	54470	27364	47925	38863	8403	18418	19463	75555	44421	39516	37744	20564	13389	30132	28711
ENSG00000112293	7853	6541	7682	4958	485	799	17314	48121	3006	1058	1969	7830	3390	6956	16920	22747	1604	2175	6938	10987	19370	21455	10612	28032	12277	3316	7906	10909	5681	0	6372	16927	13512	75138	181256	33624	147970	59876	62505	30067	4708	27582	25912	44145	26115	16079	12163	5744	3959	6040	8559
ENSG00000163171	15793	12823	21040	5538	1442	683	2883	3491	5243	6433	4859	8628	8947	6517	1971	3969	5770	6976	19501	2579	2657	18350	9657	1230	1823	2163	5321	2913	11107	0	12073	4355	2810	13578	35810	4707	6984	3263	8889	4467	949	3158	4107	13581	13101	6067	2579	7930	3623	2616	1676
ENSG00000113141	76615	34424	49394	20620	25776	2179	107018	77203	36796	53357	36140	61649	50958	72484	76290	141025	55167	74187	93225	130364	113948	97635	28450	83661	56063	28748	91590	55931	86923	0	100248	85192	75432	100225	266152	58867	219867	65134	172291	112730	31332	57819	64693	126997	82874	126471	106090	75785	42394	70128	80723
ENSG00000120875	18773	2881	24222	11060	303	2124	14704	88730	2978	1757	1972	3430	4812	1774	1149	3193	7460	2471	6720	6774	1592	11189	4545	5045	3662	1986	2492	1113	7930	0	15885	1057	1585	16186	41779	7962	19186	5895	8157	37939	10062	4369	4821	1661	2344	304	1136	4745	3082	2260	4677
ENSG00000170382	47138	37197	48277	43151	6758	22314	18678	74721	31047	26872	19320	28012	32801	20064	22649	26603	51085	17031	38715	15752	32561	58588	30996	15811	7898	30969	51436	12575	22224	0	52385	17465	30590	140620	364807	76637	121726	66394	83337	93964	28158	46759	41922	26235	34303	19508	26921	96692	54505	19726	27283
ENSG00000162695	5408	7638	8019	2275	3211	228	4678	8834	726	227	0	1139	574	1338	1074	2895	845	878	2742	1136	2100	1050	302	377	302	377	1282	958	814	0	1662	1429	816	6735	13211	3708	7704	3704	4968	6961	1276	2028	2391	3015	2029	2939	2640	6621	3327	5997	7197
ENSG00000166012	13783	16997	22130	1838	8849	130	7843	11414	5817	18645	21122	32332	28325	15263	18702	17682	15973	27411	64315	30202	31993	35539	12711	19542	13046	3074	6955	3697	5958	0	4319	9144	7064	5720	11447	2992	6114	2199	7711	7479	1366	1362	669	2654	557	2400	1403	8575	7858	11948	14028
ENSG00000122779	24578	15583	20424	9651	13857	1659	15921	23630	4110	6824	6591	13878	8689	9322	11328	26381	10666	11751	33032	18552	19534	17272	7102	16072	12185	6025	13555	8886	9819	0	12635	15604	11245	26435	85539	14296	31319	11189	17156	52429	11292	18387	16153	28416	18814	42478	30612	16392	11804	47161	61879
ENSG00000118194	22266	16020	11800	5366	226	76	0	76	8437	8933	8463	2364	9343	27731	453	76	17535	24053	30776	2641	1555	99296	8087	0	301	3238	8855	0	52347	0	115757	454	603	3971	11504	1915	2297	224	869	24730	18593	5714	4149	0	0	75	0	0	0	70	0
ENSG00000162843	227	155	301	75	0	0	0	0	164	28	0	120	76	0	0	0	132	76	744	76	3	151	76	0	0	11	0	0	0	0	75	0	49	0	152	0	0	0	0	0	0	71	76	606	442	1934	853	0	0	0	0
ENSG00000107872	44157	23868	23468	40771	12513	9549	35766	71100	51590	35557	32757	30588	27420	14809	15569	26831	70002	41097	33885	28507	26174	31169	47490	25255	14350	23029	21529	7491	8868	0	20101	4228	12141	16089	47083	8459	14146	5986	8198	83015	37655	69372	81022	35153	37535	28450	29143	15524	8714	6242	13389
ENSG00000119711	65434	67487	60475	24976	22933	7322	36493	37721	28722	16507	16014	24594	22040	16289	14728	23829	8209	90064	91678	38349	33403	41653	21355	17828	18622	10320	61857	25281	22926	0	29244	36274	28411	55110	126257	31171	57644	35762	40071	98593	22488	37670	32544	29524	23656	23810	21188	45194	26796	31259	34479
ENSG00000159921	31237	22809	30297	18860	27582	3015	46404	75295	7503	7946	7070	15188	11551	10247	26109	30552	4679	8496	30254	28808	50661	31505	12257	32008	12319	5605	22736	22526	10432	0	15276	20926	18252	44167	127053	26220	70612	38689	40377	25085	2212	12479	11458	9359	3020	17129	7487	43622	51247	55047	98246
ENSG00000144406	149066	121416	157412	95557	5051	17817	116623	426402	31156	7949	22859	62950	43684	41491	97632	108434	33403	10932	131296	74148	212373	191332	83764	183374	97712	34052	61200	46828	71977	0	125380	104852	72608	433537	1143832	189710	759868	275790	512420	162805	17948	127085	84086	3488	2634	4048	2835	226728	151108	198648	244719
ENSG00000117114	48633	49152	63627	22945	1786	4056	15960	15159	36408	27453	25610	85578	62172	42760	23414	35459	30691	39237	144405	37254	58631	107784	41266	23612	14963	33789	76571	14642	64467	0	76991	54743	32092	118541	310885	54770	87722	40025	37830	95278	18379	37160	34990	39914	33015	21953	17067	99255	61093	72965	76581
ENSG00000115421	13887	12805	18434	4877	5000	453	14741	24411	3699	4537	5740	10202	7998	4345	10795	10228	3771	6286	23374	18028	20656	15043	8240	14459	9722	4295	10668	7976	8580	0	7777	17801	11248	18908	45342	8467	16970	8020	15546	24567	3572	5410	6836	7622	3865	8348	7639	0	0	0	0
ENSG00000166501	706087	342573	803228	271954	28644	46625	127495	189241	76414	58035	71175	175437	118197	104242	51324	62646	112110	43885	342801	18199	45172	153495	51858	42955	7775	93935	234135	57405	175174	0	285984	158566	120622	452804	1429110	219044	428732	118048	266367	92243	14983	24333	22749	58809	60711	40840	20644	270915	154274	63942	73519
ENSG00000124370	1814	1596	4089	908	1996	0	1589	3725	452	1519	1363	1511	1319	1184	920	3529	1601	2475	5302	2120	3830	3220	1212	2928	1263	762	2643	2777	2722	0	2915	3844	3238	12061	32759	3817	9935	4946	4503	12168	2578	2715	2280	21797	15136	23844	15587	3189	2856	2807	4694
ENSG00000095203	50294	31324	69715	22541	1383	4654	26410	72354	14421	9766	8596	27766	16136	20470	19892	36510	23747	11926	65743	27435	50545	67158	24861	39501	25753	26204	39754	13331	29723	0	43727	46191	23753	61465	150201	34472	105734	49505	88575	18475	2432	19171	9391	6417	4298	23496	12638	54987	36879	39666	49871
ENSG00000133250	23137	9019	8870	18346	21690	5179	14882	36405	14829	13885	11898	10363	12402	9743	7786	13017	18510	17529	12041	16511	12266	13777	18706	14671	5772	13935	15626	6274	15906	0	17416	6080	15826	21257	59858	12305	34880	15775	24654	23366	10603	13468	16084	36340	18875	26339	23524	12279	7578	12209	19494
ENSG00000160050	9823	6096	5395	4650	4636	1359	24191	35081	8768	9666	6467	9835	6904	3636	21459	11700	5183	14480	9478	26518	22731	9440	6811	14507	7029	6430	11237	8031	3998	0	5749	7475	9149	17539	56038	10666	54113	23061	53368	20955	6199	18673	20818	4256	3000	4900	4535	1587	721	1074	1828
ENSG00000168137	101745	87761	93799	48993	55722	11524	227617	300965	36788	26195	25175	57539	41707	53110	109423	164961	46449	48893	112429	140612	208116	70673	29985	91524	40620	62250	128996	151257	101974	0	99745	220027	178685	146716	424147	78190	164766	92648	139989	212529	41383	123978	118954	56032	14989	71566	25949	35165	22817	45996	45874
ENSG00000159842	751901	405178	677083	525081	109298	152158	178808	254358	180740	94808	106525	227889	164962	173606	46292	85714	258635	196842	462483	52674	94717	865031	575274	151885	113934	151101	313691	24746	172617	0	252218	35586	25441	668292	1900271	407238	508574	246556	244077	501139	100256	92680	109407	201858	214457	174494	119278	69912	39139	44369	51668
ENSG00000215897	1519	1593	1480	954	768	380	3897	1233	593	641	608	507	694	1103	1563	2016	571	1197	2588	856	1213	5529	1592	2832	1215	1010	1567	967	1099	0	3618	389	238	5018	14927	2706	5616	2570	1897	5003	810	3644	2624	1340	1147	1939	1485	9165	5423	8396	11691
ENSG00000156531	18993	14178	22582	4393	9936	301	19946	25874	3181	8492	7991	16992	14610	9847	17375	23018	5752	11133	51338	24204	31851	15325	5613	18094	14001	6367	18402	21593	11213	0	12129	27013	15586	30206	60739	15001	19205	9412	24680	25680	3205	6172	4267	9674	3730	8370	2869	10828	5656	10805	13665
ENSG00000111058	10680	11320	7424	1326	1666	650	9239	2237	3964	1961	2239	3728	3164	6163	606	1986	1237	21403	22237	3490	2492	22695	6843	2061	3050	683	10340	1725	2633	0	4951	4167	2190	578	1491	378	2545	895	1412	5719	524	2395	1328	10393	4276	26334	8971	5281	4130	5931	7616
ENSG00000108406	27788	17761	22678	9219	12628	1364	31070	39458	6573	12698	10504	19757	15570	9741	22845	29845	11618	26247	45606	46361	40856	13152	4302	15138	7453	8394	24497	19215	14405	0	20478	30100	23071	27806	68057	14201	27958	11535	21327	6370	1233	3195	3722	7825	4522	10414	7880	13498	9886	19629	21993
ENSG00000167106	174896	96751	141155	180438	391626	46237	87758	139382	83911	101654	87624	70878	122940	72049	36176	87911	81588	98221	127934	46059	50829	137193	109900	56625	37115	25329	47409	10911	83862	0	118480	31872	44170	112836	330723	59694	128470	65506	63511	39205	6933	12478	7751	27812	52041	22027	19232	0	0	0	0
ENSG00000106100	2197	5305	3940	1697	2796	276	3497	6980	15588	9364	10479	12939	15009	9968	13472	17862	12482	14895	12445	11206	10348	9519	6604	16431	8159	1278	4900	1319	4840	0	4095	2453	3650	8699	18589	3514	12436	5383	6760	10302	1944	3722	2207	3797	2331	2002	2288	1526	1166	755	1700
ENSG00000115183	28250	15207	12810	18713	32483	2500	36297	95973	4932	4599	6118	7815	9365	6183	31298	73859	3288	14138	20999	37564	75214	12516	5793	28398	16660	1653	8728	25881	9180	0	13757	55575	54632	63683	142771	45328	177562	58409	126936	64482	10158	74041	62648	57215	18748	231305	168495	43634	28226	80422	86840
ENSG00000166974	365761	188419	369793	216457	154880	49921	364619	551759	77928	69612	69394	166759	121015	117914	184763	213572	193569	77345	355078	151092	238581	298383	127269	164823	67687	270975	463339	218879	221690	0	337839	160696	160334	327113	875034	188231	590537	297972	499429	159132	31055	58320	56003	97825	75564	93205	71018	293193	181519	224102	241033
ENSG00000184588	77941	50650	85362	50369	92573	7193	30001	63321	32565	31464	31543	79137	50252	51553	24975	93107	44241	77762	115895	57023	79808	85055	42225	53004	55866	30157	79202	21826	49517	0	61160	32653	23225	135236	359023	71292	100536	64112	64752	80322	22119	25908	31190	28171	23338	36066	35500	66086	40635	39781	40178
ENSG00000165895	1509	3252	1977	759	633	152	1289	1804	910	378	826	1439	1139	905	684	1964	293	5261	5978	972	1389	6337	1773	2570	1841	290	1375	433	571	0	1307	924	793	6050	16745	2032	6108	1842	2446	1941	151	1240	460	5391	2138	2995	1780	5497	2638	5495	7957
ENSG00000007545	44851	33761	33796	28760	28617	7801	138619	227873	30220	19359	23987	30790	32182	26222	103065	140437	56856	29352	49860	123600	157808	40834	33667	52710	34951	25924	42676	54970	12331	0	19385	18362	25182	64698	181589	33351	79704	34832	56268	28937	3770	15009	10880	13022	14872	21596	19609	29567	17863	28838	36287
ENSG00000177707	18601	9781	15030	3861	2879	912	1593	1761	2582	3538	5568	11569	8740	3972	869	2177	14544	9104	39421	1816	1809	8436	2337	987	1744	4315	9218	543	10116	0	17583	2261	2047	29671	76916	12168	23753	10106	14146	25003	4574	1591	1605	26870	8610	8426	8176	7868	5187	15749	24224
ENSG00000113594	79471	73142	58349	25771	46396	4166	35030	48811	11168	22527	27005	34716	42609	19987	24413	44927	4964	63412	130075	51006	66352	59691	25468	24019	47746	1066	6815	3189	5703	0	14759	18385	8398	19774	54479	10856	34387	16719	18387	16284	1812	3626	2659	17753	6193	5015	8018	19274	13359	22832	32644
ENSG00000169018	120325	86476	139843	49439	34612	9785	143128	219176	15112	5874	11244	41576	21005	23918	43656	56921	33012	15445	124371	38971	84442	50215	27789	43955	15951	16148	35867	33104	42791	0	80843	57654	43235	227255	579770	111102	191672	111959	173944	19241	3595	7758	6394	56861	59871	67177	68792	30694	19489	20699	30111
ENSG00000187741	18371	15309	13977	19718	38095	5142	36259	62627	14814	17586	14618	15667	18023	8942	27875	33667	27756	12228	12305	30034	34518	3444	3347	5834	5122	4731	5819	8456	2848	0	2528	5094	5207	7276	15882	3474	9955	5740	7545	17866	4488	6718	7431	8358	5769	4320	4631	1448	1105	2228	2450
ENSG00000147434	732	455	898	151	76	0	383	6224	150	303	76	228	369	227	380	518	254	76	1780	76	802	152	152	0	0	710	948	8982	456	0	960	280	152	1617	2276	626	5710	4235	0	462	0	76	152	782	303	9	0	531	984	233	981
ENSG00000072864	31814	11487	10375	20884	80465	2963	10627	13618	1312	2549	4065	1472	4236	5250	1248	5267	2039	6617	6936	3005	2343	8890	10576	3044	3107	3002	2777	3046	3969	0	4477	2252	2779	22753	54472	11654	46765	17783	22258	10310	2152	3107	3419	31311	11013	14706	8467	4697	2714	6492	6651
ENSG00000137878	29547	17790	23401	10491	13224	1291	45373	70326	7058	11865	11300	20526	19023	16287	29874	75465	10219	24835	59857	67178	92369	7913	2645	7901	3504	13648	36558	27162	19368	0	31784	17168	20132	759	2295	1203	984	325	1401	4469	1644	393	601	12945	7688	17814	9138	4253	3011	12382	15580
ENSG00000107954	117154	83534	116995	139260	7083	44494	236081	303507	83003	39575	39812	39077	45191	29516	37093	57886	90316	53418	55690	35563	73547	143591	150667	147478	73709	68667	80537	28869	97627	0	195711	59002	95153	201332	667001	106573	203758	85026	145042	145966	42646	36474	43549	54095	77697	48137	59904	84421	44082	40577	51208
ENSG00000214272	1342	1163	1250	731	437	123	1718	2917	418	1465	51	566	401	1224	335	3660	1980	1503	2640	2943	2703	371	231	579	114	2209	7240	14045	28236	0	21749	43252	42741	9022	24254	4808	13671	5645	16118	21057	5496	15192	15014	7754	4352	9451	12674	2905	1920	1752	5597
ENSG00000122711	26	0	0	0	76	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	27	282	207	0	0	0	0	0	0	76	0	0	46	0	51	0	74	0	0	76	0	0	0	0	0	378	151	76	529
ENSG00000184916	64347	37141	29190	62664	10446	20910	110585	72776	48074	39383	29134	36909	34054	26603	28532	47488	118357	55416	39716	40099	28933	70289	71830	55240	28804	34455	50003	23428	27810	0	50299	15491	24826	47283	153447	28718	55939	29878	22623	83542	21369	29323	21697	18757	23994	24761	29824	23928	14188	4733	5767
ENSG00000153561	96558	72386	103983	40942	49540	6298	600929	528448	14275	16058	14082	50741	26364	20700	138885	112909	22963	20863	104453	125117	269121	143239	63165	294993	137498	17104	54639	113348	11782	0	22911	29020	24118	191706	462022	98948	296904	123682	329216	39493	10304	25712	33464	39113	18310	45293	25470	35697	19527	46684	58402
ENSG00000010017	86969	54360	90683	32897	14523	7249	53475	69086	24774	33094	40028	70851	63453	49967	30885	52284	45721	45559	156457	36641	46403	80474	28538	29178	17375	23623	46391	20130	42892	0	69641	44358	29729	68400	164637	40258	61842	32703	52414	62027	14341	28677	27008	177395	88384	137470	118575	28505	21616	33632	39107
ENSG00000146090	21953	8513	11443	15721	15843	4841	21501	114585	5439	13774	8203	9272	11563	9122	24717	59166	30641	14069	13273	28401	42156	18962	9973	50608	24326	6118	8351	27593	13969	0	33578	38281	55477	26425	90681	13926	4343	2926	2650	26094	1363	7840	3628	14073	11723	19093	14499	3779	2235	9685	14077
ENSG00000126226	17535	17899	20033	7912	14544	2049	52810	46016	11450	13990	10076	18902	15996	7548	17258	25719	13729	14891	25359	28515	29433	29497	14219	25202	21475	14414	18809	19778	8892	0	10175	18345	13438	36719	95963	15890	42210	25696	28002	8027	1910	1958	2181	19526	12081	10928	9436	16216	10908	15298	20795
ENSG00000120727	140272	75743	122934	53115	60247	7697	181494	173399	50713	85796	68238	118304	118919	56546	94631	109508	56864	80804	294278	136476	184854	135499	66586	98240	53150	66721	114900	102340	64123	0	83305	108150	77523	108541	279675	59361	169844	75907	130867	72420	20312	45060	48172	78396	40863	59584	58202	58038	41826	72228	106790
ENSG00000116353	32716	17148	25611	18162	10812	2804	3769	24446	12562	15099	12602	17377	17437	20115	6176	26504	23657	29958	32456	13044	16268	16421	13537	7544	7553	4286	6303	1936	9071	0	11236	7170	9279	11054	36910	6058	15621	6614	10415	12226	3691	9627	7963	15006	11883	19537	18982	8902	5971	9994	16831
ENSG00000117450	155691	104264	140569	54171	136440	9158	148789	165120	68271	100866	93441	103562	123231	92888	64219	140473	71647	152716	206785	108828	107719	117469	41111	58368	51087	25509	48731	24773	20713	0	25124	26747	18947	68444	152476	19205	41744	33020	22071	115703	35799	55603	64716	330924	160146	128003	221031	95787	85077	65401	105774
ENSG00000100395	74098	40750	51665	46502	64246	7100	57336	99103	34228	33397	31828	39454	34058	15315	30519	37959	28727	28986	48668	35104	43788	41570	26982	35657	12100	24181	39413	15312	24539	0	45275	27973	29801	42898	125552	23852	43651	20354	36145	54610	17900	46046	48579	26623	25893	33435	26678	29705	20949	19195	19560
ENSG00000155324	32086	45905	37170	9349	25415	1444	12657	10938	9127	10375	12682	13225	14463	15104	4116	17794	2684	51945	45790	12371	12006	60826	25979	18555	19001	2241	24005	5883	12577	0	18165	13937	10620	17421	48892	8434	24767	9642	14598	1764	228	151	225	11229	4599	5381	4915	1038	1257	2321	3193
ENSG00000176018	9630	7778	7434	2148	2403	302	17478	14403	1478	2508	3108	8153	6757	5167	11266	13005	1641	5683	22402	13700	18428	8342	2428	13000	7542	1353	3447	2429	2247	0	2080	3111	2936	7947	19705	5318	9739	6083	10334	7215	757	3043	1638	4821	3049	3223	2420	3844	4419	7596	13393
ENSG00000188517	1871	822	2259	1276	74	300	150	606	262	243	310	495	190	454	0	4	225	177	946	75	0	1311	450	0	0	426	1062	0	1789	0	1802	183	38	58256	140070	41803	20707	8562	4826	24340	5613	76	0	13550	4112	15473	10998	6462	2612	1639	577
ENSG00000152520	14742	19931	20621	5931	12733	1133	42351	74935	7027	15356	15053	26784	18033	16597	44787	76317	10122	26579	44167	99346	87531	29407	12581	54637	44177	2488	5019	9511	9868	0	13487	64704	37357	51528	134324	24718	86513	41916	108227	30657	4414	18555	16200	6893	7142	23236	23495	20318	17649	46579	50677
ENSG00000119650	10870	6678	7698	6874	6396	1553	7304	13480	9914	9526	8036	10041	12555	6997	7994	12168	8953	14574	13435	9914	9126	16115	8691	10071	8567	4432	8524	6930	7390	0	8194	4882	4476	7363	19084	3784	11759	4703	7664	6690	4123	3178	3362	7259	8054	6436	10384	3043	2147	2163	1633
ENSG00000164088	23614	16050	22509	18886	10430	4268	12629	16130	12044	12701	9689	12350	17130	13556	5055	15849	36151	34214	35064	17117	11229	40864	21649	23740	19333	7244	18808	2386	5038	0	7950	2198	1394	21030	52691	6686	26708	8905	16597	26491	8025	17617	13142	10340	4757	6561	4130	14379	7642	8298	9326
ENSG00000069535	93484	90192	103066	41543	14972	5968	62614	43170	22813	21042	14413	23166	25809	88622	20548	41928	35910	44885	83455	19294	33299	155391	32995	70098	21407	16432	71196	13849	56767	0	91280	41200	32977	25633	61285	8726	31152	14558	17816	69006	12468	6148	6238	65088	55227	52151	46139	16819	12624	303	1779
ENSG00000198554	3737	2571	4065	1208	682	226	1891	4376	377	627	603	1836	1039	1361	1436	4606	909	974	5901	2195	3091	5944	1887	4279	3139	1210	3168	1721	3082	0	3227	3869	2561	6808	19856	1683	13770	5981	13919	22827	6043	7903	5308	3813	3050	4261	4267	226	224	905	1207
ENSG00000084444	117023	81222	154597	60596	12322	10680	75744	188068	15243	5725	7782	33222	14057	17282	19389	38190	28000	4536	55927	12678	33715	135851	61981	77669	33811	19323	49510	23022	65032	0	98363	60875	77631	305878	814898	150742	305284	152256	163855	246454	44961	43762	44019	150976	113092	88695	86196	135469	86973	113408	122445
ENSG00000143507	7681	5506	5382	5484	11501	1438	7222	22736	2190	3268	3338	3115	3405	3181	7250	18608	1214	3559	5884	2273	11895	2453	1324	3310	772	3011	3423	5113	2594	0	3984	14828	12913	6959	18650	2855	35257	18484	40033	4627	937	18577	15888	11255	4796	30774	29384	8347	8543	31531	49899
ENSG00000159784	260607	166082	255892	211223	170843	44903	196952	799570	162923	143523	162627	298518	223288	187534	411881	570668	146347	123691	335441	365922	472427	281596	191496	278507	78855	22266	50877	24319	184681	0	277924	143473	212391	169879	529013	88154	214793	96586	162080	106197	17356	65038	69161	37626	51256	136106	79355	34909	15959	46528	39156
ENSG00000071242	166206	112428	130646	127152	172645	24470	111694	216007	20326	17770	17698	20406	27197	33065	15119	63343	29835	29675	58444	23492	50417	189112	133712	313784	119923	59319	91422	41920	28278	0	38056	9969	12415	84566	231491	37500	50491	27176	27795	27291	2720	4326	5433	24801	10243	4666	1955	8786	4298	44723	50211
ENSG00000178301	5546	3569	6255	5387	1881	1289	7520	14010	8964	8888	8119	9322	10049	6330	5338	7701	8725	11457	19923	5425	9313	6519	3818	3075	2069	2444	4299	1899	4324	0	10084	5121	5691	13298	32726	7807	8677	3678	4858	13568	2599	5256	4060	1644	657	4214	6040	3787	2052	12627	20886
ENSG00000139505	46009	30409	44657	11790	12537	1662	13311	34124	8705	21159	18731	41857	37061	20487	11107	30180	18800	20194	103856	24293	30775	13694	5978	5493	4031	16117	27426	21020	29838	0	43362	33111	19770	161780	403323	75353	158645	67453	100149	61671	10821	20606	14683	77203	57022	57763	56198	23054	14698	16694	20091
ENSG00000120699	6685	5710	6788	2829	8359	525	7196	10133	1653	3344	2659	4186	4658	4074	4053	11089	3501	5681	8376	8190	8311	6233	2750	5884	5149	1975	6205	6899	2778	0	3938	6602	4512	9518	32835	5766	14430	6222	12862	13827	4352	4915	5613	19014	10252	15360	14603	4977	3835	5079	6649
