homoSapienGeneId	Human_Brain1	Human_Brain2	Human_Brain3	Human_Brain4	Human_Brain5	Human_Brain6	Human_Cerebellum1	Human_Cerebellum2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Bonobo_Brain_Female1	Bonobo_Brain_Female2	Bonobo_Brain_Male	Bonobo_Cerebellum_Female	Bonobo_Cerebellum_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Macaque_Brain_Female	Macaque_Brain_Male1	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male
ENSG00000146555	13451	6910	9515	6723	2131	2499	2880	4914	3461	1805	1745	3711	2906	4568	4297	6159	5159	7196	11504	5645	4052	15455	6489	12998	4130	2032	4979	1135	5742	0	7877	754	1224	14116	41709	4584	15688	6045	7109	7075	1088	1053	382	4105	3209	2192	3476	14914	8785	10816	11325
ENSG00000172840	16389	14682	13845	8840	3392	2128	21315	26825	5696	3280	5390	13307	7474	6367	8910	18915	6433	10107	29640	10635	18783	22305	14717	17083	10755	4395	6727	4006	14922	0	18492	19114	18612	8697	26015	4642	19596	7804	17308	11859	2868	2582	2233	4884	1882	3516	1936	14900	9409	10512	12888
ENSG00000152430	0	0	66	0	0	0	0	0	0	0	76	0	0	120	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	111	0	30
ENSG00000168807	20545	19828	23415	9245	4326	2121	24261	19709	3255	1362	2342	3981	2879	3252	2060	4142	10937	4080	9963	1722	2809	5215	3393	2339	1123	1793	3527	1858	4779	0	5864	2226	998	11530	38804	9052	14663	5177	8169	10111	1848	3860	2637	1088	1624	1668	1013	1007	494	131	1076
ENSG00000174945	16657	4014	8487	6575	6798	2466	1507	5480	1886	2082	3504	2550	1942	1554	303	2322	9126	5740	3242	659	1403	4105	7281	2147	1519	1521	1200	736	3471	0	9491	603	1026	16453	48889	6614	8461	2201	5710	13153	2228	9199	12615	19102	16480	23292	18138	3386	1603	2792	2459
ENSG00000140455	5172	5767	3675	1463	3418	151	27516	52698	2016	2899	2578	4207	3242	4772	20486	31871	2806	6012	7508	31571	40281	4576	2811	13821	9794	1378	4169	17668	4737	0	6656	63391	48719	26200	88729	17232	78016	41841	70560	21099	2949	12109	11796	3719	3034	6156	6318	8940	5794	14635	19091
ENSG00000111726	100344	40094	77082	23866	13040	5868	31080	48614	20073	43566	36922	48749	54838	38954	24418	42088	36047	54299	141590	39319	40713	85567	28049	26931	16059	45257	66510	24383	36829	0	57848	31957	22660	77574	203371	41999	96121	37049	60418	122262	36325	39346	39157	43299	31331	42678	34830	7578	4742	7527	9371
ENSG00000141448	43	0	0	75	76	0	0	226	150	0	75	0	0	152	0	0	0	75	527	0	0	455	76	76	76	76	157	0	0	0	38	0	33	0	223	0	608	0	76	304	0	455	0	291	0	356	225	0	76	0	304
ENSG00000138032	96081	59511	63011	37426	53652	7128	167170	156263	27610	30573	28870	52140	43685	41965	85161	124981	31136	66486	129594	78169	112401	89306	33951	84365	39248	38514	71645	65293	32108	0	49683	77429	65577	57609	178913	30364	151225	39456	102376	148391	30073	78996	64179	64431	49343	50623	42370	57813	34061	47418	55787
ENSG00000167986	287903	176509	273153	168723	101610	36933	202233	396814	95104	100794	85935	137674	114317	140199	105901	264688	152615	149997	297287	174777	205791	328886	172984	180554	106305	61721	147695	63859	122487	0	149247	155837	135023	310909	842977	173667	382512	168449	282199	673418	178481	385271	439328	247503	197745	247279	200033	81119	47068	69368	81641
ENSG00000168263	320	607	249	531	152	0	532	997	607	303	228	231	228	0	0	512	607	0	287	202	304	303	405	327	75	0	76	0	152	0	140	232	303	228	152	0	1015	152	456	76	0	0	0	54	0	0	0	0	0	0	0
ENSG00000131269	8291	7471	10068	4893	6654	455	12319	20412	3727	3194	2896	6723	4919	2708	9242	9598	2926	7330	13717	8201	11538	11003	5762	9700	7013	4441	13096	15029	7553	0	12528	15824	12897	49020	111365	19752	56645	23614	50669	27110	4532	8973	7733	36977	25731	35801	28248	13695	6782	15094	16059
ENSG00000144840	15825	16669	24823	4539	6440	756	9739	21557	2200	5176	4304	10289	7255	6386	7963	17542	4838	14706	30550	15140	17948	14897	4245	7037	5418	857	3824	1993	6276	0	8460	11633	9601	6736	21216	2416	8637	3711	5143	32767	8027	12549	13335	31474	28279	35390	23430	14837	8907	15119	16991
ENSG00000047579	33667	19700	27439	18807	9739	5503	26594	24697	11161	14817	10282	10449	14808	10363	4999	10731	14488	21640	28821	6956	7054	25979	22401	6481	6486	15694	19012	6832	33373	0	40841	20223	23150	43660	114696	30013	54381	33240	37635	46856	12441	6239	6302	24895	25329	23060	14980	32886	17930	19398	23580
ENSG00000187498	6985	13210	5875	6553	2945	906	6756	14168	16941	15672	6466	12279	9811	4588	7815	6549	66037	32029	27240	10274	14318	33944	11072	10420	5610	7032	20528	9258	10000	0	9860	11199	29604	59869	169252	48174	47552	23252	30439	96554	19709	26708	23312	16477	7850	19252	6587	28285	15883	88856	114300
ENSG00000169313	7329	4718	13936	1594	7204	1138	1062	1062	988	986	6811	8115	4923	5479	1593	6340	3644	6085	24972	1292	3139	21716	4857	3343	380	0	4348	228	9188	0	10852	6484	4807	30121	59370	15333	6725	6898	6528	41651	3887	3966	3863	20849	14342	7336	5603	2503	1271	2704	2441
ENSG00000091483	47525	34960	48880	21024	13347	2491	17463	73429	8433	19768	12504	20740	19952	11868	15478	27135	18948	20194	42451	21913	28818	49864	27887	31712	23166	17356	33348	32605	18467	0	25499	22095	19512	88232	226023	37206	107870	63030	65880	90199	26705	44525	47901	208907	184394	210712	263082	44851	32637	42317	56535
ENSG00000111144	22169	25836	33972	14034	11114	2179	30286	75071	14760	21166	14005	25932	23427	17237	23501	52418	24572	25702	57108	45153	54031	41045	25631	43221	33078	9583	17515	19615	14602	0	16683	25979	23777	32432	92612	18441	32584	17959	20976	18615	6356	16298	14738	51041	23567	22138	20896	27247	27578	22173	37590
ENSG00000168679	1974	4747	2164	779	980	0	3625	4263	455	1892	455	1135	827	758	1686	1565	755	1778	3051	2949	1604	3964	1390	907	1741	380	642	978	893	0	2601	3180	1138	3368	10798	1832	4589	834	2790	7696	1773	3944	3066	0	61	386	176	1598	1166	1796	2570
ENSG00000011105	39732	23642	25423	26284	5752	5566	506777	909388	2679	1231	1585	3880	1990	2296	29898	47224	3270	2859	4454	27066	53858	9015	4379	83487	18481	1611	4106	42017	7274	0	6082	66070	60517	65224	152314	40053	340674	181446	401234	46511	7315	51116	44380	16198	6095	34733	38321	7144	5070	13636	16656
ENSG00000244045	18549	11248	19409	7329	10515	1509	8968	26225	9703	10332	9337	11695	13639	16002	16895	29553	11745	15870	25821	18699	25821	34054	12219	29957	18019	13296	43180	22476	9775	0	15880	15438	15496	21158	74038	14108	27063	10353	18127	15234	3125	6059	6106	10891	9087	9224	9476	28030	14022	11895	15434
ENSG00000117682	42435	23548	35643	22636	10959	4402	67577	178510	22430	28839	29975	33333	32826	30989	55811	80782	38933	38140	69416	75827	68114	29555	10456	37416	14065	8906	19953	17426	24256	0	43966	22037	24786	74124	207567	37244	95282	41976	54730	31504	8339	15214	19885	25281	15986	23292	28748	58838	43978	25151	32431
ENSG00000078081	75	152	76	0	0	0	76	151	24	0	0	0	76	76	0	76	197	227	0	0	0	152	76	0	0	227	303	87	0	0	0	75	151	1437	3865	760	3095	152	1663	0	0	0	0	454	815	72	606	6226	5470	11678	14037
ENSG00000149474	57784	29598	57709	22502	21138	5302	46950	70101	22788	28556	23277	34972	37026	29938	34997	66666	30518	30407	86909	35234	61218	67452	28879	42089	16840	26740	52288	34209	26974	0	32433	36184	28901	40720	118900	32835	61296	25861	49062	43832	10377	9256	11580	33929	16415	43248	26290	34929	22427	26639	34178
ENSG00000183378	0	0	152	0	29	0	127	100	76	0	0	0	76	0	0	0	0	0	0	0	0	0	113	0	70	0	61	0	65	0	35	31	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1139	1138	779	1233
ENSG00000134200	94	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	76	0	380	669	92	1075	834	310	0	0	0	0	32	76	249	668	134	76	172	164
ENSG00000135318	14546	11026	14665	3025	3107	1575	913	2576	3809	3118	4530	9623	7180	7791	1583	3914	2610	13965	24947	2782	3174	24689	12691	3424	3334	1059	7425	1410	9539	0	9551	5507	3332	10256	23052	3787	6527	2753	14873	10034	2392	28996	25697	14278	5281	6690	5484	9400	5834	18548	23787
ENSG00000213699	33483	27347	37335	34722	33817	6521	14924	69309	18647	9581	8667	12549	13997	11168	9945	19834	12213	11860	17939	9919	13521	16412	16055	13210	6367	6912	9659	5846	10850	0	15579	10304	11796	35706	92397	25041	30349	25062	23105	16708	5648	10723	10024	34569	37880	33023	31488	11044	7940	4355	7658
ENSG00000134644	127142	99735	119791	96240	33997	20643	175896	282111	56091	54639	44060	118641	84855	61794	124624	154274	72907	74577	221806	142973	187436	96943	40745	69946	23988	72607	152150	92786	96689	0	122807	130772	100946	157360	397872	89429	185706	91988	136237	140756	25233	71023	62867	70641	88925	103171	85886	145974	82292	92714	108215
ENSG00000054179	5856	7502	5805	5068	9575	2399	4888	9318	16234	5025	4914	5038	6839	10725	2471	17805	3718	17408	9491	11096	7449	24348	19172	34217	9174	843	11244	1270	8939	0	14203	3950	2943	10669	32879	4838	9482	3649	2997	8525	1170	93	227	16334	10937	7811	12019	130639	74020	8922	12168
ENSG00000156471	74203	46074	79492	41878	14197	12088	65343	95595	47870	58440	47672	87120	75430	70096	44631	110464	117701	48666	131634	46700	67328	84748	48364	42979	27897	24511	56241	15889	38910	0	74730	36998	33686	76430	206088	50152	115018	46085	59873	37350	9993	19227	15725	78547	37457	37159	33785	82961	56624	44230	51887
ENSG00000198886	13998568	16538646	18647408	12834515	6905178	3040511	19647787	27294388	8751827	24068079	14605351	15221344	16424854	9707615	6845008	15155972	5544510	31925845	19885980	30347424	12322838	37365627	16232241	35572387	30571523	22713482	34655035	13119967	396694	0	11931277	344239	344282	3447808	8917038	1065913	2617339	2255802	1209041	0	0	0	0	1748	304	169045	684	8881043	4665848	10847969	8913104
ENSG00000152049	1898	7965	987	1140	2126	76	4782	2048	7367	1216	2884	5318	10174	3647	2735	4408	2356	19288	6833	10477	2886	3112	1366	1520	1747	221	978	510	336	0	380	227	456	1596	4550	1060	1670	304	760	757	226	76	156	2072	1147	977	1384	1195	585	815	842
ENSG00000205356	119930	65240	75610	98876	47078	33617	59385	174463	50307	28385	32957	51069	45417	39615	47159	68593	64837	24174	59876	47739	66520	58507	59676	50047	19387	48616	69142	75190	37872	0	63145	39705	57908	146732	422303	79775	328574	161071	263868	118907	27179	117970	128892	62895	52837	88760	61340	90813	59502	80052	104065
ENSG00000179021	10703	7202	9783	3640	2195	456	9284	11824	2156	4747	2730	8883	6072	4752	4632	9318	5755	6836	19932	9896	11196	9125	4202	7367	5011	1721	3731	2684	4246	0	5360	8190	4977	18229	46755	13213	17898	8356	20896	41656	8739	19910	17885	10441	4855	5421	5006	8142	5126	6809	7474
ENSG00000108878	151	227	226	380	76	0	76	147	0	0	0	75	0	76	0	227	380	76	228	0	0	0	114	0	159	301	0	0	0	0	152	89	49	226	512	76	28	0	0	0	0	0	0	0	0	0	0	215	0	0	0
ENSG00000082258	32850	30992	41477	13948	16687	2514	43099	60735	9825	20043	16718	39871	26665	22979	37996	60586	24508	22365	87751	62086	78253	36405	18782	33998	27917	11379	17959	23296	30979	0	30308	74319	39108	115096	297428	59986	122858	52351	106921	11284	1345	5096	5046	25329	20710	25636	30152	24473	12458	23907	26176
ENSG00000114251	5231	4769	6123	1820	1139	456	6216	5163	729	344	302	1440	700	1472	464	2330	3036	255	3150	964	1481	6361	3298	4631	6388	1349	1015	2199	944	0	1975	1196	1059	14092	42009	7761	18160	7686	8000	4225	724	1829	2269	4254	799	2296	528	5679	3282	432	1139
ENSG00000142627	3281	3910	985	3622	1261	975	7692	7290	4780	3811	849	976	2792	2412	2050	3305	15082	37488	1632	12096	1347	6670	4307	2945	4236	1058	7638	2464	989	0	501	1515	1887	3098	6100	986	5818	3023	1588	3097	1058	2038	2248	2662	1189	1568	2504	453	828	452	1731
ENSG00000130037	5270	4476	4711	5997	1063	1593	532	2351	1291	1952	1320	1184	966	2023	759	1193	1621	3718	3411	913	923	6459	3357	686	607	3891	5780	380	965	0	1143	152	228	6489	20139	4172	1993	1331	1063	10034	10318	2724	531	1729	2622	6425	11544	9190	4857	7526	7976
ENSG00000116044	39625	37373	37300	17533	38085	2795	65951	65846	15164	24258	25005	30466	38241	15710	33036	34178	19508	46522	68371	45023	53183	34362	17571	32751	32368	5345	20889	37798	24208	0	26949	40095	26446	18838	42053	10259	25725	11661	13616	53758	16992	24079	23532	62191	30977	103349	78633	25959	18109	22230	27301
ENSG00000125885	2804	2682	2691	983	2730	226	18203	6114	512	228	603	1435	907	2902	4941	10526	303	832	2032	4108	7107	3194	682	3091	2324	2993	4217	11803	2417	0	3992	5134	4664	5505	13618	1851	5890	2262	2841	1090	298	151	76	16883	6868	13783	7238	5690	2822	5914	4329
ENSG00000134905	28467	21626	15001	14584	18548	4336	76672	62493	31524	26722	23648	24652	28803	9516	19696	24542	65777	72048	67810	45757	45327	32263	27383	21807	21270	13420	14488	12848	7064	0	13433	14985	16056	12584	40333	5655	15773	8783	9313	19028	6598	7069	7088	48804	26263	22626	23753	11760	7279	10921	14636
ENSG00000122884	10013	12603	11629	3252	10203	363	20067	11012	8770	8663	6137	9922	11620	5733	7727	9675	6693	12959	23057	14261	11809	8527	5294	6753	5195	4780	26748	23105	5066	0	8053	9759	6343	70517	152177	35698	64682	22288	48876	45338	12093	33630	29854	29947	9691	14354	14630	42358	29451	46032	63112
ENSG00000173064	296815	225618	229730	228470	150544	50589	558324	1147125	156825	94374	118478	213397	178251	108398	498922	419064	204704	99264	368922	488859	740302	293511	190835	469286	196115	6979	12680	17924	14488	0	31328	36119	25714	546901	1817125	309111	856304	383576	526937	31598	3043	16186	12837	10673	13927	21578	13119	10185	4480	10389	10363
ENSG00000084093	7065	7741	5240	3254	6379	606	2127	2809	836	912	1061	1290	1715	3113	1311	3344	836	4798	6146	2731	2049	3973	1596	1594	2352	684	2825	1518	3021	0	2127	1661	1667	7134	19990	2409	12762	4253	6072	7236	927	2298	1323	23968	20573	37610	23522	23681	10564	25738	33695
ENSG00000104221	24789	12319	16729	14322	7883	3714	16517	28617	7297	8844	8273	12028	12901	8621	6768	17696	22424	7614	15661	7814	13296	15964	11722	14162	7539	9590	13696	7617	10261	0	19478	14995	15044	12148	38632	7581	11014	6313	10888	6852	2532	7085	7971	17571	13391	11963	12401	7745	3230	3001	6678
ENSG00000116863	31657	15739	21970	19822	28342	3671	55353	40454	17917	23957	17439	16888	22248	21623	20107	40425	27497	27631	28651	32902	28424	31230	24448	27279	24672	8674	15704	11515	11521	0	19747	14162	18414	20291	58514	13694	35739	11236	25756	19954	8592	15447	17163	25307	21979	31880	20482	49952	26938	46730	53399
ENSG00000163874	378	833	635	304	1605	76	2350	5179	2497	1049	1969	985	1506	2274	602	3785	6539	4072	1253	3709	985	1194	564	608	1064	303	5143	1512	180	0	379	152	605	988	3098	834	1286	986	558	2773	1137	1126	1632	910	1069	1366	1396	1918	2001	3797	4164
ENSG00000096717	22783	10586	13177	4140	7711	455	46723	31708	2795	6473	6217	15490	11928	10212	32302	32448	8507	11714	38812	40722	45805	18515	5318	24161	10153	3195	10013	12801	4512	0	6712	20886	14107	17360	37718	9264	23082	7606	22733	11488	3515	9323	9817	6386	3996	6801	4028	14455	9934	17045	22317
ENSG00000147421	9276	9492	5106	3595	6418	607	17956	14778	2658	1513	2325	4794	4858	5017	11938	13807	2955	8909	16345	8169	22729	14784	6262	14174	5467	1123	5599	3009	5551	0	7851	10078	7963	26951	71848	11434	79637	22249	38051	23273	2958	10957	6633	8041	5267	8185	6367	7854	3287	7777	7275
ENSG00000106733	11492	7053	17427	7940	6781	724	19865	35124	6348	9646	6457	10204	9375	7097	4767	9880	12673	10222	34949	15570	23217	7571	3618	8466	4939	30564	49426	43251	4585	0	11796	6093	6758	4344	9150	1509	7974	3881	6565	3595	1372	794	808	13397	2744	18137	5963	4651	6145	2233	7473
ENSG00000116406	39916	23200	35290	9522	8536	2494	33593	48209	4624	2328	3978	11088	7609	7540	13394	18068	5250	7525	34150	10237	24677	42802	17758	29355	23076	4693	13736	8885	15117	0	22862	31107	17440	64195	155214	28223	111123	29835	75838	52836	5838	14141	10544	24892	10873	19965	12539	18510	16650	17717	22261
ENSG00000188042	91453	35731	85869	41071	4329	8956	103962	139888	50349	52535	42519	96275	62695	57566	65834	141815	92088	56215	177359	74411	138046	29287	21826	18868	5282	42752	81275	73709	57155	0	93852	91463	71081	17819	61114	11651	82758	19814	100673	33448	15095	9197	9338	11652	12871	2608	3067	51861	23567	2959	4015
ENSG00000171408	15973	17117	23190	4693	1742	1824	1063	3635	10697	11055	5009	34269	13686	5302	1589	6585	9288	23797	48248	6047	4162	15616	11006	1436	1745	9445	11654	1205	9810	0	21918	960	1575	63540	164954	33074	19799	11866	12855	18881	1706	7525	4374	3570	9007	1234	728	27670	13395	4780	5072
ENSG00000087494	5740	2045	3614	2126	228	1287	456	3201	1438	657	1213	2715	1673	1668	2957	5856	1284	2309	3778	0	3055	3047	1204	836	414	3652	3214	605	1371	0	2465	1258	1315	1670	6566	1515	3784	834	2049	1089	87	36	148	2958	184	152	228	75	303	0	456
ENSG00000152229	222	679	152	75	98	0	295	0	565	531	228	255	286	1939	75	1736	4178	1221	1385	303	814	302	74	0	150	374	1588	456	124	0	103	150	118	13139	30397	6608	21692	8931	16572	303	0	75	10	91	222	146	221	151	673	302	584
ENSG00000024862	23767	20701	30161	7879	6718	1368	17632	18467	9664	19900	14058	21064	20679	13408	9048	15148	15510	17152	33724	28027	28504	26252	9420	9827	13493	5278	23904	8585	8866	0	14590	8980	9281	14349	38011	11309	13599	12497	14679	8483	2000	1156	983	10332	2970	2137	1242	31024	19634	14313	19831
ENSG00000169085	195427	131078	224344	75654	81672	10537	7508	24053	64556	94876	68280	138082	147062	47581	4959	9006	123969	109814	403912	10915	10639	127147	49453	13013	9936	91353	102890	31335	90832	0	181933	5394	9328	308930	815313	123527	14296	6294	8999	16731	5433	178	76	577	60	109	76	76	0	76	72
ENSG00000111725	21865	20126	21355	15377	19861	3113	20533	49729	15408	17817	13733	25154	19086	18788	14469	45303	18310	21765	27425	26636	27296	24583	18550	21821	24845	10064	19261	26354	15665	0	16230	20055	19142	13971	43693	6244	22911	11815	15496	9594	3236	8233	9086	8139	4979	6365	8749	11433	7914	11994	14556
ENSG00000091732	8237	6749	9584	4623	3841	757	8885	15581	6783	7125	6297	10868	8556	6096	5443	14263	5986	7943	16500	11550	11106	15354	12290	11386	12415	6764	11866	6243	9046	0	10718	12086	11075	17291	44336	9514	15975	7134	14169	27550	10629	14236	14783	45369	26131	20318	22296	14466	8601	8760	11734
ENSG00000064692	4667	4983	5928	2117	911	606	9234	34390	1981	1204	2813	4167	3498	1212	14445	9890	1062	4280	4949	26298	25911	4179	2798	1287	3582	1214	4136	16215	6289	0	6888	16341	16773	6477	13813	3205	11744	4295	9423	7873	2671	329	606	4495	2832	12054	8488	9345	12763	16592	38316
ENSG00000175175	46743	29874	47666	17652	1583	4855	29771	58689	5440	2225	3396	16424	5769	9596	16315	19389	10185	5129	30543	9004	19503	43771	17984	19890	11222	26289	47736	28464	19390	0	24413	15615	10176	320471	793154	134679	134614	64035	91127	125006	15590	16510	11324	47991	48891	49191	34792	57170	36723	42129	54588
ENSG00000154080	1292	1513	988	758	1592	76	760	454	377	227	303	758	759	1026	228	1672	76	2651	2198	608	1064	931	380	831	912	76	1519	454	684	0	608	380	227	510	1674	380	152	76	304	10106	2752	380	28	1324	1140	151	76	152	90	76	75
ENSG00000148426	1166	756	756	455	386	75	1440	2360	1361	1215	757	680	910	1814	912	2370	2460	2200	3262	1668	988	1576	607	999	406	945	1334	559	380	0	835	226	345	2697	7065	1287	13477	3262	9454	5793	1588	33466	29375	10966	4125	13469	8121	1965	1611	9832	11851
ENSG00000143653	71275	35756	55521	26469	53145	5962	32985	53531	13521	20423	25173	27342	30615	19807	17006	30445	22766	26585	55290	24468	27318	45487	17685	37919	21500	21773	39137	21917	14706	0	18771	16582	10934	64469	160597	22560	90698	42022	38031	138185	22325	36460	42301	135422	63080	86869	84201	108521	88016	102258	166206
ENSG00000184860	0	228	0	0	76	0	0	152	0	0	76	152	0	0	228	228	76	380	1064	339	606	0	76	0	0	0	0	0	1325	0	1220	829	380	7767	26379	4567	7156	3112	3993	961	759	76	380	380	302	228	76	2162	1518	2267	780
ENSG00000164253	35519	18613	32223	12674	12617	1662	19066	43785	9825	14254	16668	30449	20010	9481	18045	20078	16928	19941	53227	22834	30992	23235	12020	16554	12952	7320	8657	10655	16378	0	30943	18846	13953	37897	98395	14771	49542	22825	24602	35520	5712	6570	5662	32012	14457	15482	19347	6808	7776	4766	10992
ENSG00000185418	47752	26531	31299	17212	44198	1888	25290	39669	12598	20281	16890	23832	27222	15579	20689	24793	19366	25330	70226	45267	43318	62693	24720	33671	37537	8230	20571	16899	13329	0	15442	16586	14698	42701	108145	21792	32219	16886	29098	68977	16468	12586	13322	25245	8937	12032	7972	23046	16358	19833	25785
ENSG00000066279	228	684	530	118	75	0	0	0	455	530	269	1288	914	1429	76	456	304	607	988	134	76	1273	1955	455	901	835	380	131	228	0	302	76	76	758	2198	0	456	76	380	861	55	76	0	5168	1747	1367	453	303	303	1139	919
ENSG00000101323	0	0	0	0	0	0	0	0	0	0	0	76	0	0	75	75	0	76	0	0	0	76	0	0	184	0	0	0	227	0	76	152	152	0	0	0	76	0	0	0	0	0	0	605	377	680	379	789	300	228	426
ENSG00000149506	122	228	234	516	110	0	483	914	684	53	269	504	773	70	1883	4198	414	153	273	1191	2471	1197	847	2431	1673	41	0	250	298	0	451	233	442	0	386	75	152	0	0	490	576	301	202	303	0	0	0	3306	5050	597	5617
ENSG00000108510	54275	38267	46459	19735	24138	3630	61233	101877	12483	16836	21814	57041	37391	25525	52729	59885	19468	44930	128727	68164	93966	31666	13898	30874	18156	11263	23663	30658	31357	0	47133	68786	41565	120294	276851	50669	167934	59384	136366	158792	19623	82833	59058	65493	41699	59646	63525	86228	54900	129567	128710
ENSG00000136156	306158	262908	339100	117066	132143	23203	574813	711695	95117	149982	145738	200841	217217	190748	232992	355226	202016	271435	664621	386857	419384	316587	159403	379360	233263	117433	266995	318105	193682	0	225001	440780	310509	612535	1545706	383078	1473339	580470	1084219	375112	108284	263795	249126	497564	210267	192495	208535	312532	211944	223741	259652
ENSG00000107130	762575	554561	849093	674629	49564	170446	354229	822327	42011	26615	28954	46331	39038	52507	26429	48387	46764	44462	127251	21577	40318	1141363	755735	290795	141679	398043	747924	116354	518670	0	920615	128692	161648	396109	1067465	249282	341784	153431	180397	64181	8313	19294	19050	31943	30891	7239	6189	0	0	0	0
ENSG00000187257	14193	9297	14338	6512	5209	2348	25315	30300	3702	4575	4372	9807	7645	8362	13148	21719	5828	9542	25602	21467	30688	9729	5421	15631	8016	4446	8953	13970	5502	0	7603	11335	9772	35296	79036	19551	45881	19031	48160	15529	3158	6054	4983	11962	5682	11554	11684	17935	8493	27249	31380
ENSG00000177888	8984	4649	6908	2873	1592	151	10545	16803	760	758	1685	4351	2407	2357	4605	6885	608	2040	19362	3642	12130	8073	3719	7253	2500	1744	2520	5406	3221	0	5300	5785	2177	32639	75157	14689	31840	13725	27747	10451	555	3690	2431	1060	1146	2989	1214	6847	4636	11641	14446
ENSG00000152527	8759	10376	9108	1888	4389	303	4500	7518	3628	10899	9177	8738	11353	12965	6878	34985	1809	18391	32795	17160	28273	7936	3869	5946	18293	3100	2786	3849	3566	0	5941	4498	4950	17209	45766	3838	19191	6289	6732	3549	529	1013	379	3091	1435	6760	4269	3960	3333	6045	8582
ENSG00000102524	1098	413	983	227	449	76	226	152	302	304	76	685	303	606	226	982	1484	1133	2031	373	473	421	532	147	13	304	347	1449	378	0	1128	0	76	912	3384	806	3834	1520	1326	226	0	0	0	247	112	172	260	1363	2691	2714	3831
ENSG00000184992	15816	7148	11018	7709	3600	1820	18422	19176	532	76	152	530	37	76	608	304	760	456	608	606	605	17239	6853	10216	2492	2920	6919	3473	7978	0	18012	2767	5240	27249	84187	13946	48690	11928	22665	72669	10338	27099	26404	27106	15077	20870	13502	46415	25031	40396	46261
ENSG00000141452	21918	16521	18939	10171	16650	1763	23936	34462	9494	10092	11583	18630	15964	10305	13755	26373	19248	13876	29356	18553	20934	26809	16747	16415	13625	15021	22379	18883	10390	0	12491	11491	8563	25182	75248	14694	28978	19208	23523	37206	9934	17905	17116	46348	28399	41852	35165	20910	15476	35923	41896
ENSG00000169189	29660	18734	25371	21805	31208	7025	20730	49902	19866	26304	20737	17116	23229	11503	13190	20849	19476	31045	29956	21414	25322	61885	49131	51775	39603	11984	23698	18371	17216	0	17585	20048	16000	9680	22179	4513	9325	6295	6704	13257	2418	5128	4560	15652	6588	8667	10213	4535	3861	5622	5916
ENSG00000145725	20314	16737	25991	5803	5025	674	9467	29726	4336	7464	5962	18613	16046	9827	11698	27468	6314	7580	39115	22482	25564	21672	9144	17668	13072	7366	13917	12126	15245	0	20611	23466	11081	34241	86890	17716	40495	17970	22625	73224	10946	36609	26669	20087	8470	11890	12359	23835	22588	17530	36423
ENSG00000116819	4168	5231	4049	3850	11085	807	44350	42588	2948	5162	3330	5097	3215	11172	11997	56837	14739	9119	5866	60435	69351	3559	2096	11632	6030	1024	1161	2960	264	0	390	620	944	152	1021	0	152	0	0	151	75	377	76	979	186	0	0	0	75	0	0
ENSG00000111639	48414	27137	42071	21096	29158	3104	44405	37801	21028	34468	34692	27959	37436	35364	25719	42318	28740	53532	65957	31292	38674	83551	29550	46122	22149	4242	9724	5306	12296	0	20812	12777	13868	19653	58098	12549	36100	8665	24512	34390	13890	20057	24387	17600	14877	13721	6427	19383	12276	13882	20550
ENSG00000006625	24334	18075	30192	7814	2448	1519	10086	17824	3587	11175	5787	9159	9350	5308	4417	7161	7425	7828	23284	6723	6576	15639	5961	10317	5237	6562	12798	2484	5631	0	10318	6173	6741	12243	30281	5512	16326	5231	13332	5050	2461	4235	5101	18730	8544	9625	9161	7115	4882	5082	6436
ENSG00000100504	3612	13013	3356	1809	2022	228	6666	3250	6256	2466	2900	5223	4777	4648	3645	12119	15646	10835	11062	12582	9513	3814	1981	4612	5378	4564	22383	3727	3219	0	4074	1473	1468	5133	11297	2709	3213	1991	1815	1074	151	0	0	54943	55105	49606	46193	27521	13247	10584	16545
